Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
2,0,2,3,3,0,2,1,89,0,9760,1,2,24,27,23,1,6,5,3074
1,1,2,2,1,0,1,0,268,0,868,0,3,22,41,1,1,10,8,2358
3,0,0,3,2,0,4,2,65,2,4965,0,3,21,12,18,1,15,13,2694
3,1,0,2,0,0,4,2,148,0,4888,2,6,21,1,11,0,8,4,3564
1,0,0,3,1,0,0,1,257,2,8012,1,7,23,7,15,2,0,9,3983
2,1,1,0,3,0,4,1,158,3,4622,1,2,4,47,23,2,2,15,5271
2,0,1,2,2,0,2,1,149,3,2464,0,3,5,15,9,2,1,11,2994
3,0,0,1,2,0,0,2,222,0,3765,0,5,20,32,0,1,8,11,2801
1,0,1,1,1,0,4,1,91,3,7354,1,7,5,22,9,1,11,1,5672
0,1,2,1,0,0,3,0,121,2,2795,1,1,3,33,21,0,3,5,2165
2,1,0,3,2,0,4,0,197,3,7164,1,3,5,0,0,1,14,5,5733
0,1,1,1,3,0,4,1,80,2,3566,1,2,5,46,6,1,15,12,3229
3,1,2,1,0,0,3,0,203,2,5047,2,3,17,36,0,0,14,2,3011
0,1,0,3,3,0,0,0,298,1,1936,2,1,4,38,8,0,1,3,2150
3,0,2,3,2,0,3,0,217,3,7014,0,7,22,28,18,2,8,15,3950
1,1,3,2,1,0,1,1,288,2,7203,3,5,10,8,3,0,3,10,1218
3,0,1,3,2,0,0,1,98,2,4048,2,1,17,19,24,2,6,12,1775
1,0,3,1,0,0,2,0,76,1,2672,2,4,12,15,7,0,1,15,1773
2,1,1,2,0,0,4,2,79,2,7907,1,6,10,43,24,2,7,15,5629
0,0,3,2,0,0,0,2,164,3,6423,2,4,10,26,0,2,10,4,3814
3,0,2,3,2,0,4,1,226,2,2027,0,5,13,17,12,1,9,7,2117
1,0,2,0,3,0,1,2,139,2,1372,1,2,22,6,17,2,12,5,1131
1,0,3,2,3,0,0,0,69,1,829,3,7,11,36,18,1,3,5,1406
2,0,2,0,0,0,1,2,278,3,2193,3,5,12,37,3,2,2,10,2750
0,0,1,3,0,0,3,0,82,1,610,0,2,10,14,14,0,11,2,1121
0,0,3,3,0,0,2,1,95,0,191,2,1,6,23,12,2,3,14,1471
2,0,1,1,0,0,0,0,129,0,7355,3,7,14,15,20,2,10,12,3602
0,0,0,3,2,0,2,2,107,0,1929,0,4,12,36,2,2,9,7,2098
2,0,2,0,3,0,0,1,205,2,9423,1,6,16,30,23,2,5,4,4220
2,1,1,2,2,0,4,0,141,1,6329,2,3,11,26,12,1,3,1,3618
2,0,3,3,0,0,3,2,296,2,5812,0,4,22,25,24,2,9,11,3715
1,1,0,2,2,0,0,1,120,2,8233,1,3,11,15,6,0,8,12,4294
3,0,2,1,3,0,4,0,219,3,304,1,7,22,2,20,0,6,12,2157
0,1,0,3,2,0,4,2,255,2,3884,1,2,7,36,13,0,0,4,3314
0,1,3,1,2,0,2,0,141,3,7309,2,4,4,50,21,0,12,7,4150
0,1,3,1,3,0,1,1,68,2,5970,3,1,22,35,3,2,6,8,1061
1,0,0,1,2,0,1,0,242,0,7607,0,1,8,19,19,0,1,13,2072
0,1,2,1,3,0,4,0,108,0,741,2,6,13,7,0,0,3,15,1671
2,0,1,0,3,0,3,0,100,1,9426,3,6,12,9,7,1,13,13,3330
0,1,0,3,0,0,2,2,212,0,7099,0,7,24,31,20,2,8,8,4072
0,0,2,3,1,0,4,2,213,0,1544,3,3,18,10,19,0,4,3,1670
3,1,2,0,2,0,3,2,272,1,2850,3,3,6,41,10,0,11,11,1977
0,0,0,0,2,0,1,0,157,3,9199,1,5,7,27,18,2,5,8,2375
3,0,0,2,3,0,1,0,278,0,3203,2,6,16,14,11,1,8,13,1744
3,1,2,3,1,0,4,0,100,2,6921,2,2,12,3,22,2,12,9,3250
1,0,1,3,2,0,4,2,189,2,4096,3,6,19,5,8,0,9,12,2921
1,1,2,2,3,0,1,0,100,0,6329,1,5,20,19,6,0,11,2,2259
1,1,1,2,2,0,2,2,180,2,1249,2,1,15,25,4,2,7,3,1629
1,0,1,0,2,0,4,0,111,2,1420,1,3,24,29,12,1,11,6,2045
1,1,3,3,3,0,0,1,174,0,2330,1,4,24,8,11,1,4,0,2927
2,0,2,1,3,0,0,1,61,1,7973,1,1,22,27,8,1,2,5,2915
1,1,2,2,0,0,4,1,225,0,9303,1,2,3,5,5,1,12,1,6232
0,1,2,1,1,0,3,2,203,0,2360,3,4,3,47,19,0,1,9,2605
2,0,2,2,2,0,0,1,268,0,5402,2,5,11,34,24,2,11,0,3537
3,1,2,3,3,0,2,1,206,3,3694,0,2,13,40,20,0,3,11,3252
2,1,1,2,3,0,1,2,261,3,2184,0,4,23,22,3,1,9,3,3148
0,1,2,2,1,0,0,2,293,0,4576,3,4,16,3,3,0,8,3,2325
3,0,0,0,1,0,2,0,232,0,5868,1,7,3,1,12,0,13,14,2436
3,1,0,3,3,0,2,2,172,1,9375,3,4,19,46,22,1,10,3,3142
0,1,1,3,1,0,3,0,296,2,9928,0,6,13,49,0,1,0,7,4934
0,1,2,2,3,0,3,2,135,0,3570,1,5,8,48,1,2,4,11,3235
1,0,1,3,3,0,2,2,288,0,1748,2,3,6,23,23,0,13,4,2451
3,0,3,1,3,0,4,0,239,2,9336,3,5,9,1,11,2,13,5,3491
1,0,0,2,1,0,2,1,187,3,2710,0,6,15,13,14,1,1,15,3767
0,0,3,0,0,0,0,1,228,3,8964,0,1,21,7,11,0,2,4,4333
1,1,0,3,3,0,2,2,255,2,2221,1,7,20,2,10,0,12,2,2857
3,1,0,0,1,0,3,1,292,2,9213,1,2,1,29,14,1,15,9,4277
2,0,3,2,1,0,3,0,178,2,8806,0,7,18,19,10,2,1,13,4092
2,0,0,2,1,0,3,1,81,2,337,2,7,17,30,2,0,2,6,1591
0,1,0,1,2,0,2,1,174,0,239,1,4,23,34,3,2,10,5,2435
0,0,2,2,1,0,4,0,55,0,7749,3,6,18,15,17,0,6,8,3758
0,0,3,2,1,0,2,2,171,3,5847,3,6,8,10,9,0,7,15,2385
1,0,0,0,1,0,1,2,145,3,9277,2,2,6,36,14,1,9,7,2352
0,0,2,2,1,0,2,2,53,0,2016,3,2,0,13,6,0,2,0,1394
0,1,3,3,3,0,1,2,86,2,6492,1,7,17,30,20,2,0,7,1946
3,0,1,3,2,0,2,2,156,1,729,2,4,3,46,17,2,12,8,1473
3,1,3,3,2,0,1,0,194,1,5607,2,5,21,2,15,0,0,3,987
3,0,3,1,2,0,0,0,168,3,5304,0,6,9,0,7,1,13,2,3402
3,1,2,2,1,0,1,1,182,1,2746,3,1,15,37,21,0,10,6,1129
1,1,3,3,3,0,1,0,185,1,8342,0,5,0,41,2,1,1,13,2186
0,0,2,2,1,0,2,2,106,1,8866,0,5,16,32,9,2,7,11,2383
0,0,1,1,1,0,3,1,99,2,5320,2,3,6,30,23,2,10,3,2499
0,0,0,1,3,0,3,2,266,3,93,1,4,7,32,20,0,7,11,2773
2,0,1,0,3,0,2,1,295,2,2767,2,1,3,41,19,0,1,9,2158
3,1,0,3,2,0,3,2,223,0,7779,1,5,1,27,1,1,11,1,4145
3,0,2,0,2,0,4,0,80,3,7793,2,2,22,20,19,0,15,6,4383
1,0,1,3,1,0,4,2,161,3,3818,2,2,0,26,7,1,8,6,3562
0,0,0,2,1,0,3,1,189,3,2791,3,5,19,22,0,1,7,1,2610
1,1,0,2,0,0,4,0,155,2,3238,2,3,22,49,23,1,2,14,3872
1,1,2,1,3,0,4,2,171,3,5945,2,7,17,50,1,2,4,7,6260
1,0,0,3,1,0,1,0,283,0,9707,2,1,6,2,10,0,9,3,1451
3,1,2,0,3,0,2,1,94,1,1104,3,6,13,22,9,2,2,7,1298
2,0,2,1,3,0,3,1,292,3,966,2,1,3,4,22,1,1,8,2525
0,0,0,0,0,0,3,1,75,2,9590,2,4,20,18,15,1,1,12,3771
2,0,0,1,2,0,1,0,213,1,7328,2,3,24,24,23,0,5,1,1287
3,0,0,2,0,0,4,2,165,2,526,2,6,11,0,12,2,14,8,1655
1,0,0,2,2,0,2,1,150,1,4667,2,1,4,45,2,2,13,0,2227
3,0,0,0,0,0,3,0,142,3,6614,1,2,3,50,8,0,5,3,3962
2,1,3,0,0,0,0,0,181,3,7206,2,1,12,40,1,0,4,7,4874
1,0,1,3,1,0,4,2,234,2,4521,3,5,17,0,16,1,3,12,2651
2,1,2,1,2,0,4,1,80,3,345,1,2,3,21,19,1,3,5,2699
1,1,0,3,3,0,2,2,296,2,1009,1,7,15,33,10,1,8,10,2934
2,0,3,0,2,0,4,1,231,3,3234,1,1,6,31,15,1,1,9,3698
2,0,1,2,0,0,2,2,57,0,6220,1,6,7,1,6,0,15,13,3238
1,1,3,1,0,0,1,2,89,3,1874,3,1,20,23,0,0,9,0,2998
0,0,0,0,3,0,2,2,229,1,9068,0,7,17,36,11,2,15,15,3261
0,0,1,3,2,0,4,1,248,2,8434,0,5,20,12,19,1,14,5,4738
0,0,3,3,2,0,3,2,52,2,596,3,4,0,40,10,2,8,11,1295
1,0,1,2,3,0,2,0,55,2,6816,2,5,4,29,22,2,15,10,3081
1,1,1,0,2,0,1,0,275,3,6527,2,4,18,41,15,2,1,14,3574
0,0,1,0,2,0,2,0,171,2,3184,1,5,4,47,7,2,12,15,2018
3,0,0,3,0,0,2,2,85,0,7113,2,5,11,22,2,1,12,4,2722
0,1,3,1,3,0,1,1,266,0,4685,1,6,3,42,23,1,9,1,2617
0,1,3,3,0,0,0,1,75,2,1350,2,4,10,26,14,0,13,9,2106
3,1,2,2,0,0,4,1,189,3,1005,1,1,2,23,13,0,4,10,2982
0,1,2,2,0,0,4,2,279,0,3873,1,5,21,10,22,1,4,1,3786
3,0,2,2,1,0,4,0,132,0,5832,0,1,0,35,12,2,11,13,3027
2,0,0,3,1,0,3,2,162,0,4539,1,4,17,27,0,1,4,4,3042
0,1,3,2,0,0,4,1,223,0,9868,2,7,10,50,15,1,9,4,6792
0,0,2,0,1,0,1,0,58,0,9665,3,1,16,21,2,2,7,7,933
1,0,2,0,3,0,1,0,293,0,868,0,6,20,38,22,0,15,7,3020
0,1,0,3,0,0,4,0,106,1,9544,2,6,9,23,12,2,1,3,5294
2,0,3,2,1,0,2,2,235,3,3820,3,3,0,38,18,2,3,1,2698
3,1,2,1,0,0,4,2,132,3,9066,2,2,18,12,6,2,12,4,5467
2,0,0,2,0,0,1,2,71,1,2553,2,2,12,1,10,0,9,10,1070
1,1,1,2,3,0,1,0,65,1,3709,1,3,22,50,3,1,7,3,1668
2,1,1,1,3,0,0,1,144,2,2567,2,1,9,41,10,1,5,4,2304
1,0,2,0,3,0,0,1,184,3,4488,1,4,16,24,9,1,6,8,3871
0,1,1,0,1,0,4,2,184,1,3434,3,4,15,6,12,1,5,12,2041
0,1,3,1,2,0,3,0,123,0,5174,0,3,6,1,12,0,11,7,2840
1,0,0,3,2,0,1,1,291,3,9297,1,3,2,3,19,0,2,9,2924
0,1,0,1,3,0,4,2,190,1,146,2,4,1,28,4,2,14,12,1502
1,0,2,1,0,0,0,0,299,2,2086,0,6,13,35,6,2,8,6,2710
3,0,0,2,1,0,3,1,270,3,7935,2,2,24,40,9,2,2,6,4165
0,1,3,3,3,0,0,0,87,2,9845,1,4,11,30,7,2,15,1,4288
2,0,0,1,1,0,1,2,127,2,5202,0,6,16,13,7,0,7,1,1516
3,0,0,1,0,0,2,1,237,1,6928,2,4,12,23,15,1,9,14,2310
0,0,3,2,2,0,4,0,279,1,1958,2,1,0,25,4,0,0,8,1432
0,1,2,2,3,0,2,1,152,1,5086,2,4,7,16,13,0,2,10,2120
0,0,1,2,3,0,0,0,63,2,31,2,5,3,14,2,1,5,9,975
1,0,0,3,2,0,1,0,65,1,5183,3,2,10,8,19,1,4,4,850
1,0,3,3,0,0,3,2,111,0,596,2,2,23,10,3,0,10,3,2030
2,0,1,3,2,0,1,2,248,2,1921,3,6,20,47,11,1,7,8,1717
0,0,1,2,0,0,2,1,257,0,3696,3,4,11,11,18,1,10,8,2319
2,0,0,1,2,0,3,1,152,1,8403,1,4,20,29,23,0,10,3,4136
1,1,2,0,1,0,0,0,90,1,9635,0,3,7,21,10,0,6,4,3842
0,0,2,1,1,0,2,0,244,2,8855,0,2,21,17,1,0,12,7,2081
1,1,1,0,3,0,4,0,207,1,1834,3,1,18,27,7,1,10,14,2059
0,1,1,2,3,0,4,1,217,1,2853,0,7,3,13,17,0,0,4,2910
2,0,3,0,0,0,3,0,136,2,3030,2,2,24,18,9,1,8,7,1980
1,1,2,3,2,0,2,0,175,3,7753,0,3,18,31,8,0,1,5,4924
2,0,2,1,1,0,2,2,66,0,1851,2,1,19,22,4,0,7,6,1464
0,0,0,2,3,0,4,2,172,3,1554,0,3,13,46,7,1,10,4,3279
0,0,0,2,3,0,3,0,291,3,4359,2,2,1,15,15,0,3,1,3175
2,1,2,1,2,0,3,1,52,2,723,2,2,5,10,10,1,13,8,1377
0,1,0,0,2,0,4,2,125,1,2622,3,2,16,14,19,1,8,12,1770
0,0,0,3,3,0,3,2,80,3,703,1,5,18,48,6,2,2,7,2836
3,0,2,2,0,0,3,0,71,1,9198,3,1,19,37,7,1,3,10,2854
0,0,2,0,0,0,3,1,68,1,9368,2,6,3,37,20,1,8,14,3718
2,0,1,3,2,0,2,2,214,2,8159,1,1,4,46,11,2,7,4,2773
3,1,1,2,0,0,1,2,180,3,5384,1,5,3,3,4,2,13,13,2566
0,0,3,0,2,0,1,1,140,1,9076,3,7,19,2,17,0,8,7,804
0,0,0,2,1,0,1,2,124,0,6432,1,6,10,15,0,1,4,0,1612
2,0,3,3,3,0,3,1,105,0,8943,2,3,22,24,4,0,12,9,4025
0,1,1,1,3,0,0,1,59,3,6487,2,2,20,13,15,0,2,8,4058
3,0,2,1,0,0,1,2,245,3,6038,3,6,18,48,4,1,15,9,2629
2,1,3,1,2,0,4,2,131,1,4102,1,3,15,39,21,2,14,12,3661
0,0,1,0,1,0,4,2,171,2,5779,2,3,3,45,2,2,10,1,3023
0,0,3,1,0,0,4,1,238,3,8517,0,3,0,24,1,1,11,15,5031
2,0,1,1,1,0,1,2,260,3,4099,2,7,12,25,24,1,12,14,2538
2,1,0,2,1,0,4,0,240,2,9925,0,1,14,5,13,1,14,14,5289
0,0,2,0,3,0,1,2,113,1,577,1,7,5,15,16,2,2,7,1327
1,1,1,0,1,0,4,1,262,0,8682,3,6,2,49,12,0,1,7,6776
3,1,0,1,0,0,4,1,156,0,4246,1,4,4,19,0,0,5,10,3648
2,0,3,3,2,0,0,0,220,3,7413,1,4,11,22,1,2,14,6,4638
0,1,3,1,3,0,3,1,183,3,3777,0,6,20,40,20,1,12,2,4869
2,1,0,0,1,0,4,2,64,1,9942,1,3,11,28,24,1,6,2,5071
1,0,1,1,3,0,2,0,143,2,5272,3,3,1,14,8,0,15,1,2192
1,0,0,3,1,0,3,0,200,1,8493,1,5,5,23,19,2,2,6,3957
2,1,3,0,2,0,0,2,150,1,2880,2,6,22,29,22,2,11,15,2282
1,0,1,1,2,0,4,1,220,3,1669,2,7,6,21,6,1,15,9,3675
1,0,0,1,2,0,3,0,188,0,9100,3,4,19,14,2,2,10,11,4262
1,0,2,2,2,0,2,0,91,0,6039,3,1,19,37,15,1,12,13,2911
0,0,1,2,1,0,1,2,136,0,2230,3,5,9,16,19,2,3,4,1223
2,1,1,0,1,0,3,1,251,3,6425,3,2,24,41,20,1,4,0,4681
0,0,2,2,2,0,3,1,261,0,2060,2,5,1,34,23,2,11,10,2407
2,0,0,0,0,0,3,0,105,0,500,1,2,6,47,18,0,7,0,2290
2,1,0,1,1,0,1,2,276,2,9592,1,5,14,30,13,2,8,12,1794
0,0,0,2,1,0,2,1,151,0,4923,2,3,11,31,21,0,12,2,2529
2,1,2,2,0,0,2,0,289,0,8814,0,4,14,43,19,1,6,3,4064
0,1,3,3,3,0,3,2,254,0,1258,2,3,19,18,22,1,13,10,2198
0,0,3,1,2,0,3,2,209,3,9516,0,4,10,3,22,1,14,11,4730
1,1,3,1,3,0,3,2,220,3,9532,3,3,10,16,3,2,7,2,5345
3,1,3,1,2,0,2,2,103,0,2977,1,5,0,47,5,2,1,10,2814
0,1,0,0,2,0,0,1,125,3,2747,1,6,16,18,22,1,15,14,3961
3,1,2,0,1,0,1,1,196,3,627,0,2,1,45,9,2,3,10,2342
1,0,0,1,1,0,3,1,134,3,3079,1,2,2,32,3,2,0,6,3202
0,1,0,1,0,0,4,0,197,3,5707,3,7,13,33,7,2,1,1,5075
2,1,1,0,0,0,3,1,291,1,8414,2,6,20,11,14,1,14,8,4603
2,1,0,3,1,0,2,2,137,1,1520,1,4,5,49,15,1,10,12,2121
2,0,3,3,1,0,2,0,217,0,7446,0,6,21,1,14,2,7,5,2853
3,0,1,3,2,0,3,0,70,3,4938,3,1,7,31,4,0,15,15,3112
1,0,2,2,0,0,3,2,105,1,6003,0,2,21,32,11,2,4,13,3325
1,0,1,1,1,0,1,1,221,1,7934,0,3,7,47,24,0,14,12,1939
3,1,0,2,2,0,4,1,55,1,2084,1,5,3,50,21,0,5,13,2531
0,1,2,3,2,0,2,1,107,3,1525,3,5,21,22,9,0,0,10,2781
1,0,1,1,2,0,0,0,180,2,4046,0,2,6,1,14,2,2,15,2124
0,1,3,1,3,0,3,1,146,1,3655,0,2,2,25,16,2,9,12,2254
3,1,0,2,3,0,2,2,268,2,8315,2,5,15,43,11,1,13,1,3448
0,1,3,2,3,0,1,0,211,1,1118,3,1,7,24,15,0,0,11,1104
2,1,3,2,2,0,1,0,215,1,5487,0,4,15,11,1,1,14,3,1579
1,0,3,3,0,0,2,0,63,0,2881,2,3,5,49,20,2,11,14,2766
3,0,0,1,3,0,0,2,167,2,1708,1,4,17,34,0,1,14,1,1899
0,0,3,1,0,0,4,2,173,2,6327,3,5,1,20,4,0,14,15,3301
0,0,3,1,1,0,0,1,109,0,2679,3,5,4,46,2,2,6,7,1924
1,0,0,0,0,0,3,1,139,2,9661,1,2,5,35,5,0,10,14,4773
2,0,2,2,0,0,0,2,193,0,2131,2,1,22,37,24,0,13,7,2637
2,1,1,1,3,0,4,2,91,0,3909,1,3,17,19,23,2,12,3,4015
0,0,1,1,2,0,2,1,63,1,6305,0,3,0,41,19,2,0,2,2208
1,0,3,0,1,0,2,2,287,3,8163,3,4,1,18,18,0,8,8,3663
2,0,1,1,2,0,1,0,92,2,3938,2,6,12,33,21,2,1,0,1602
1,0,3,0,1,0,4,1,294,1,6990,2,5,21,3,24,2,11,12,3625
1,0,3,3,2,0,1,1,285,3,3021,0,5,5,30,15,2,2,6,3589
1,0,0,1,2,0,3,0,281,1,1713,1,5,20,11,6,1,4,14,2052
2,0,1,3,3,0,1,2,82,3,7961,2,5,0,36,20,0,12,2,2644
3,0,3,1,2,0,4,2,139,1,7196,1,4,5,20,7,1,6,5,2999
3,0,2,2,3,0,4,0,123,3,9900,3,6,10,8,6,1,1,2,4923
1,1,2,3,2,0,3,0,249,1,5530,2,6,7,2,5,0,3,3,2886
1,1,2,2,3,0,1,2,249,1,5613,1,6,10,46,22,1,4,13,2220
1,1,2,1,1,0,1,0,262,2,7894,1,3,11,44,12,0,8,12,1637
0,0,0,2,3,0,2,0,184,3,5069,1,2,22,45,24,1,14,5,3348
0,1,3,3,3,0,0,1,260,0,9714,3,3,20,39,23,2,4,7,4362
1,0,1,3,3,0,4,2,267,2,4768,1,1,21,16,20,1,1,12,3556
0,0,3,3,3,0,3,0,206,2,9913,0,7,21,34,17,1,15,10,4736
2,1,0,1,1,0,0,2,175,0,9757,1,3,16,38,14,0,8,3,4747
3,1,0,1,1,0,0,0,62,0,3294,2,5,20,26,14,1,5,1,2213
3,1,0,2,1,0,1,1,229,2,7379,2,2,19,31,3,0,13,8,1538
1,1,0,2,1,0,3,0,274,3,8026,2,6,13,15,14,1,0,9,5466
3,0,1,3,1,0,2,0,180,3,7116,3,1,3,34,19,0,1,14,2858
2,1,3,3,3,0,1,0,287,0,9565,1,7,9,22,17,2,6,9,2318
3,0,2,2,3,0,3,0,279,2,9592,1,3,9,20,23,2,1,7,3592
1,0,1,2,3,0,3,2,153,3,7069,2,2,17,14,19,2,2,13,4605
2,0,3,1,2,0,3,2,289,2,4472,1,2,22,47,1,1,0,2,2658
0,1,3,3,2,0,4,2,180,1,8102,0,1,11,33,22,1,6,1,4135
2,1,3,2,1,0,1,1,226,0,2921,2,1,2,11,15,2,3,10,1354
2,1,1,2,2,0,4,1,142,2,692,3,1,17,41,7,1,15,13,2201
0,0,0,0,1,0,3,2,68,2,8228,3,1,10,26,20,1,11,8,2824
1,1,3,3,0,0,3,0,187,0,3682,2,5,21,47,2,0,7,8,3900
2,1,1,3,0,0,3,1,78,3,8121,3,1,0,20,19,2,15,8,5221
0,1,3,0,3,0,3,0,263,3,138,2,5,4,26,6,0,15,15,2871
2,0,2,1,1,0,2,0,60,1,5624,0,6,4,9,9,2,15,15,2018
3,0,1,2,1,0,4,1,134,2,556,1,7,22,32,21,0,0,9,1813
2,1,2,1,3,0,3,2,212,3,4476,2,2,24,28,20,0,11,0,3901
3,0,2,0,0,0,3,2,137,0,4406,3,5,8,27,5,0,13,9,2547
2,1,3,2,0,0,4,2,138,3,9883,2,5,13,27,10,0,14,11,7531
2,0,3,2,2,0,3,2,198,0,8422,2,6,12,5,17,2,6,9,3636
3,1,1,1,3,0,0,1,210,1,9939,0,3,0,21,1,2,8,15,3549
3,1,0,2,0,0,2,1,152,1,8279,1,4,24,24,7,2,9,3,3117
0,1,3,3,3,0,4,1,67,0,9868,3,3,18,42,5,0,12,7,5634
1,1,0,0,0,0,2,0,127,1,8554,0,3,10,36,22,2,8,1,3694
2,0,0,3,0,0,1,1,156,0,9500,0,5,12,19,22,0,11,13,2435
1,0,2,2,2,0,0,2,285,3,3542,0,6,5,25,20,1,5,9,4117
3,1,3,2,1,0,0,2,210,3,1883,1,3,3,36,15,0,5,12,3088
0,1,0,0,3,0,3,2,204,0,8119,2,3,10,46,21,1,9,0,4570
0,1,0,0,1,0,1,1,200,2,6674,0,2,15,13,0,2,13,7,1180
0,0,0,0,1,0,2,2,138,0,375,0,5,12,12,24,1,12,12,1885
3,0,3,0,3,0,4,0,132,2,498,0,2,1,45,7,0,2,11,1570
1,1,3,3,0,0,3,0,91,1,437,2,6,20,42,9,2,5,0,2005
3,0,1,3,0,0,0,1,251,1,5189,1,4,13,3,12,1,11,0,2326
1,0,3,3,0,0,3,1,126,0,8536,2,6,4,0,4,1,6,2,4038
1,0,2,0,0,0,4,0,178,2,1270,2,3,6,9,19,2,2,13,1789
0,0,1,0,0,0,3,1,115,2,2081,3,3,11,29,4,1,3,3,1674
1,1,3,0,3,0,0,1,174,1,9616,3,3,0,28,20,0,11,5,4327
1,1,2,2,0,0,0,1,252,3,2845,2,4,4,30,13,2,0,10,4522
3,0,3,1,2,0,0,2,257,3,427,3,6,19,11,9,2,8,5,1769
0,0,0,3,3,0,2,0,227,2,9681,3,2,13,46,4,1,12,14,2834
1,0,0,2,0,0,0,1,156,1,8152,1,3,20,16,18,0,5,3,3687
1,1,3,3,1,0,4,1,177,1,933,0,5,13,30,17,1,9,2,2264
3,1,2,2,0,0,0,2,128,3,2593,1,2,2,34,9,2,0,12,3338
0,0,0,1,1,0,4,2,237,0,8611,2,2,7,50,3,2,10,0,4757
3,0,1,3,0,0,3,0,63,0,5207,0,1,11,9,24,0,11,4,2515
2,0,2,2,1,0,2,1,95,0,4080,3,7,11,23,16,1,5,2,2171
0,1,1,3,2,0,4,2,175,1,9566,1,2,13,27,10,1,14,8,5033
1,0,2,0,2,0,2,2,67,2,6729,2,6,0,40,22,0,10,2,2966
1,0,1,2,1,0,1,2,273,1,4922,0,2,13,3,1,1,5,4,798
0,1,3,2,2,0,0,1,239,0,3075,0,6,10,12,24,1,3,4,3122
3,0,1,0,2,0,2,2,154,2,6692,1,5,14,24,17,2,15,9,2361
2,1,0,2,0,0,4,2,71,3,1564,2,5,15,42,10,0,6,8,3847
0,1,2,0,2,0,1,2,234,0,1001,0,6,13,3,12,2,1,12,2132
3,0,2,0,3,0,2,0,212,2,6082,0,1,13,10,9,0,13,4,1716
3,0,0,2,0,0,3,0,146,2,7849,2,4,1,3,19,2,1,9,3022
1,0,3,3,2,0,2,2,208,0,2764,1,7,0,20,16,0,14,13,3139
2,1,3,3,1,0,1,2,211,0,5737,2,6,17,0,10,2,10,4,1779
0,1,0,3,2,0,4,1,153,3,3876,2,5,15,3,1,0,0,15,3984
2,1,3,3,0,0,0,2,217,3,3307,1,2,18,17,21,0,12,5,4040
1,0,0,0,2,0,0,0,98,2,8729,0,6,4,26,3,0,5,4,4138
3,0,3,3,2,0,0,0,191,0,5204,2,1,24,2,18,2,13,8,2116
0,0,2,0,3,0,3,2,72,2,8097,2,7,0,47,3,0,14,4,3586
3,0,1,3,1,0,3,1,244,0,7185,3,2,20,30,14,0,14,7,3244
3,1,3,0,0,0,4,1,269,3,7429,1,4,6,1,14,1,15,6,5521
0,0,0,1,3,0,0,0,294,2,9460,0,1,15,46,5,0,7,11,3575
2,1,3,3,2,0,1,0,115,1,7954,0,3,6,26,8,1,14,10,1616
3,0,0,0,3,0,2,1,66,3,5438,3,6,19,21,0,0,15,13,2881
2,1,3,1,0,0,2,1,277,3,4915,2,7,6,27,23,0,0,11,4601
0,0,3,3,3,0,4,0,193,0,2910,2,5,2,44,4,1,12,6,2792
0,0,3,2,1,0,2,1,73,2,5413,3,1,12,23,17,2,3,8,1495
3,0,2,2,1,0,3,0,93,2,226,0,3,12,23,8,1,6,9,824
1,0,2,2,2,0,1,0,218,0,1828,2,2,3,49,12,0,15,9,2264
1,0,0,3,0,0,1,1,159,0,6124,2,1,17,19,8,0,0,13,2134
0,1,2,0,0,0,2,1,78,0,2771,3,5,11,30,11,1,13,4,2581
3,0,2,2,2,0,4,2,276,3,3974,2,3,5,38,24,1,2,12,3516
0,1,1,2,0,0,4,0,198,1,2767,3,1,15,33,17,2,14,3,2453
2,1,2,1,2,0,0,2,172,0,5065,0,4,16,32,18,0,5,9,3681
0,0,3,0,3,0,1,0,150,3,2476,1,7,17,46,16,2,3,10,2742
0,0,0,2,1,0,2,1,255,1,5423,0,5,3,47,19,0,0,9,2630
2,1,1,0,2,0,4,1,53,0,1136,0,7,16,33,10,0,0,10,3421
2,0,2,0,0,0,3,2,165,3,2810,2,5,17,38,1,1,10,11,3601
2,1,3,3,0,0,2,0,227,2,7714,0,5,10,23,11,0,2,4,3855
3,0,3,3,1,0,3,2,148,3,6847,1,3,12,38,14,2,5,9,3522
3,1,1,0,0,0,3,1,180,1,1830,2,6,14,50,16,1,12,4,2654
3,1,1,0,0,0,2,0,118,0,6269,0,5,9,36,20,2,8,9,3288
0,0,0,2,0,0,3,1,229,2,5694,2,5,6,6,11,1,11,2,2845
3,0,3,3,0,0,1,1,161,0,6474,2,5,24,25,9,0,10,13,2057
0,0,1,3,3,0,1,0,234,2,9814,3,2,5,43,24,0,11,9,1393
0,0,3,2,1,0,4,0,173,3,4570,3,1,1,36,15,1,4,8,3490
3,1,0,0,2,0,2,2,73,2,7315,0,2,5,6,13,0,15,2,2518
0,1,1,0,1,0,1,0,59,2,1958,2,3,20,28,10,0,7,6,998
3,1,2,1,1,0,3,1,87,1,2626,2,6,2,2,6,1,9,8,1397
3,0,1,1,0,0,0,0,283,2,1233,2,6,4,37,8,1,14,8,1950
0,0,3,2,1,0,1,1,283,0,6597,0,5,17,45,8,1,6,4,2169
